,,前の日,次の日,増減,,,,,,,,,,,
1999/3/7,グー,14894,14779.05,?115.0,,,,,,,,,,,
1999/3/14,グー,15488.86,15779.6,＋290.7,,,,,,,,,,,
1999/3/21,パー,16378.78,16019.1,?359.7,,,,,,,,,,,
1999/3/28,チョキ,16016.99,16008.84,?8.1,,,,,,,,,,,
1999/4/4,グー,16290.19,16334.78,＋44.6,,,,,,,,,,,
1999/4/11,チョキ,16855.63,16507.4,?348.2,,,,,,,,,,,
1999/4/18,グー,16851.58,16674.21,?177.4,,,,,,,,,,,
1999/4/25,グー,16923.25,16918.51,?4.7,,,,,,,,,,,
1999/5/2,パー,16701.53,17300.61,＋599.1,,,,,,,,,,,
1999/5/9,パー,16946.52,16977.01,＋30.5,,,,,,,,,,,
1999/5/16,チョキ,16810.39,16421.02,?389.4,,,,,,,,,,,
1999/5/23,グー,16292.98,16390.49,＋97.5,,,,,,,,,,,
1999/5/30,パー,15972.68,16111.65,＋139.0,,,,,,,,,,,
1999/6/6,グー,16300.75,16475.89,＋175.1,,,,,,,,,,,
1999/6/13,チョキ,17198.55,17188.82,?9.7,,,,,,,,,,,
1999/6/20,グー,17431.26,17738.85,＋307.6,,,,,,,,,,,
1999/6/27,パー,17436.52,17610.58,＋174.1,,,,,,,,,,,
1999/7/4,パー,17932.47,18135.06,＋202.6,,,,,,,,,,,
1999/7/11,パー,17937.73,18274.18,＋336.5,,,,,,,,,,,
1999/7/18,チョキ,18248.3,18532.58,＋284.3,,,,,,,,,,,
1999/7/25,グー,17534.44,17491.34,?43.1,,,,,,,,,,,
1999/8/1,パー,17861.86,17825.7,?36.2,,,,,,,,,,,
1999/8/8,チョキ,17084.24,17190.45,＋106.2,,,,,,,,,,,
1999/8/15,グー,17435.17,17826.03,＋390.9,,,,,,,,,,,
1999/8/22,チョキ,18098.11,18233.55,＋135.4,,,,,,,,,,,
1999/8/29,チョキ,17599.37,17918.97,＋319.6,,,,,,,,,,,
1999/9/5,チョキ,17629.99,17756.51,＋126.5,,,,,,,,,,,
1999/9/12,パー,17711.02,17909.29,＋198.3,,,,,,,,,,,
1999/9/19,グー,17342.27,17575.26,＋233.0,,,,,,,,,,,
1999/9/26,グー,16871.73,16821.06,?50.7,,,,,,,,,,,
1999/10/3,パー,17712.56,17763.71,＋51.1,,,,,,,,,,,
1999/10/10,グー,18062.18,18090.81,＋28.6,,,,,,,,,,,
1999/10/17,パー,17601.57,17275.33,?326.2,,,,,,,,,,,
1999/10/31,チョキ,17942.08,17996.92,＋54.8,,,,,,,,,,,
1999/11/7,チョキ,18354.9,18240.98,?113.9,,,,,,,,,,,
1999/11/14,パー,18258.55,18198.09,?60.5,,,,,,,,,,,
1999/11/21,パー,18570.84,18822.12,＋251.3,,,,,,,,,,,
1999/11/28,グー,18914.5,18850.27,?64.2,,,,,,,,,,,
1999/12/5,チョキ,18368.14,18507.2,＋139.1,,,,,,,,,,,
1999/12/12,グー,18271.85,18205.08,?66.8,,,,,,,,,,,
1999/12/19,グー,18095.12,18175.49,＋80.4,,,,,,,,,,,
1999/12/26,チョキ,18584.95,18546.9,?38.0,,,,,,,,,,,
2000/1/9,チョキ,18193.41,18850.92,＋657.5,,,,,,,,,,,
2000/1/23,パー,18878.09,19056.71,＋178.6,,,,,,,,,,,
2000/1/30,グー,19434.78,19539.7,＋104.9,,,,,,,,,,,
2000/2/6,グー,19763.13,19945.43,＋182.3,,,,,,,,,,,
2000/2/13,チョキ,19710.02,19556.46,?153.6,,,,,,,,,,,
2000/2/20,パー,19789.03,19543.75,?245.3,,,,,,,,,,,
2000/2/27,パー,19817.88,19720.1,?97.8,,,,,,,,,,,
2000/3/5,グー,19927.54,19796.35,?131.2,,,,,,,,,,,
2000/3/12,チョキ,19750.4,19189.93,?560.5,,,,,,,,,,,
2000/3/19,パー,19566.32,19602.36,＋36.0,,,,,,,,,,,
2000/3/26,グー,19958.08,20281.03,＋322.9,,,,,,,,,,,
2000/4/2,チョキ,20337.32,20726.99,＋389.7,,,,,,,,,,,
2000/4/9,チョキ,20252.81,20619.06,＋366.3,,,,,,,,,,,
2000/4/16,グー,20434.68,19008.64,?1426.0,,,,,,,,,,,
2000/4/23,チョキ,18252.68,18480.15,＋227.5,,,,,,,,,,,
2000/4/30,パー,17973.7,18403.08,＋429.4,,,,,,,,,,,
2000/5/7,グー,18439.36,18199.96,?239.4,,,,,,,,,,,
2000/5/14,チョキ,17357.86,17313.69,?44.2,,,,,,,,,,,
2000/5/21,グー,16858.17,16386.01,?472.2,,,,,,,,,,,
2000/5/28,グー,16008.14,16245.44,＋237.3,,,,,,,,,,,
2000/6/4,チョキ,16800.06,17201.79,＋401.7,,,,,,,,,,,
2000/6/11,パー,16861.91,16980.61,＋118.7,,,,,,,,,,,
2000/6/18,グー,16318.31,16591.35,＋273.0,,,,,,,,,,,
2000/6/25,チョキ,16963.21,16925.4,?37.8,,,,,,,,,,,
2000/7/2,チョキ,17411.05,17614.66,＋203.6,,,,,,,,,,,
2000/7/9,チョキ,17398.24,17572.68,＋174.4,,,,,,,,,,,
2000/7/16,パー,17142.9,17286.83,＋143.9,,,,,,,,,,,
2000/7/23,パー,16811.49,16547.12,?264.4,,,,,,,,,,,
2000/7/30,チョキ,15838.57,15727.49,?111.1,,,,,,,,,,,
2000/8/6,チョキ,15667.36,16002.71,＋335.3,,,,,,,,,,,
2000/8/13,パー,16117.5,16153.91,＋36.4,,,,,,,,,,,
2000/8/20,グー,16280.49,16040.18,?240.3,,,,,,,,,,,
2000/8/27,パー,16911.33,17181.12,＋269.8,,,,,,,,,,,
2000/9/3,グー,16739.78,16688.21,?51.6,,,,,,,,,,,
2000/9/10,チョキ,16501.55,16130.9,?370.7,,,,,,,,,,,
2000/9/17,チョキ,16213.28,16061.16,?152.1,,,,,,,,,,,
2000/9/24,パー,15818.25,15992.9,＋174.7,,,,,,,,,,,
2000/10/1,パー,15747.26,15902.51,＋155.3,,,,,,,,,,,
2000/10/8,グー,15994.24,15827.72,?166.5,,,,,,,,,,,
2000/10/15,グー,15330.31,15512.32,＋182.0,,,,,,,,,,,
2000/10/22,パー,15198.73,15097.96,?100.8,,,,,,,,,,,
2000/10/29,チョキ,14582.2,14464.56,?117.6,,,,,,,,,,,
2000/11/5,チョキ,14837.78,15371.44,＋533.7,,,,,,,,,,,
2000/11/12,パー,14988.54,14664.64,?323.9,,,,,,,,,,,
2000/11/19,チョキ,14544.3,14531.65,?12.6,,,,,,,,,,,
2000/11/26,パー,14315.35,14720.39,＋405.0,,,,,,,,,,,
2000/12/3,グー,14835.33,14954.73,＋119.4,,,,,,,,,,,
2000/12/10,パー,14696.51,15015.7,＋319.2,,,,,,,,,,,
2000/12/17,チョキ,14552.29,14483.9,?68.4,,,,,,,,,,,
2000/12/24,チョキ,13427.08,13931.61,＋504.5,,,,,,,,,,,
2000/12/31,パー,13785.69,13691.49,?94.2,,,,,,,,,,,
2001/1/7,チョキ,13867.61,13610.51,?257.1,,,,,,,,,,,
2001/1/14,パー,13347.74,13506.23,＋158.5,,,,,,,,,,,
2001/1/21,グー,13989.12,14032.42,＋43.3,,,,,,,,,,,
2001/1/28,グー,13696.06,13845.28,＋149.2,,,,,,,,,,,
2001/2/4,チョキ,13703.63,13385.52,?318.1,,,,,,,,,,,
2001/2/11,チョキ,13422.83,13274.7,?148.1,,,,,,,,,,,
2001/2/18,チョキ,13175.49,13119.59,?55.9,,,,,,,,,,,
2001/2/25,グー,13246,13201.14,?44.9,,,,,,,,,,,
2001/3/4,チョキ,12261.8,12322.16,＋60.4,,,,,,,,,,,
2001/3/11,パー,12627.9,12171.37,?456.5,,,,,,,,,,,
2001/3/18,チョキ,12232.98,12190.97,?42.0,,,,,,,,,,,
2001/3/25,グー,13214.54,13862.31,＋647.8,,,,,,,,,,,
2001/4/1,チョキ,12999.7,12937.86,?61.8,,,,,,,,,,,
2001/4/8,パー,13383.76,12841.76,?542.0,,,,,,,,,,,
2001/4/15,グー,13385.72,13254.89,?130.8,,,,,,,,,,,
2001/4/22,グー,13765.67,13715.6,?50.1,,,,,,,,,,,
2001/4/29,パー,13934.32,14425.46,＋491.1,,,,,,,,,,,
2001/5/6,チョキ,14421.64,14529.41,＋107.8,,,,,,,,,,,
2001/5/13,パー,14043.92,13873.02,?170.9,,,,,,,,,,,
2001/5/20,グー,13877.77,14176.83,＋299.1,,,,,,,,,,,
2001/5/27,パー,13765.92,13737.77,?28.1,,,,,,,,,,,
2001/6/3,グー,13261.84,13312.35,＋50.5,,,,,,,,,,,
2001/6/10,グー,13430.22,13226.48,?203.7,,,,,,,,,,,
2001/6/17,チョキ,12790.38,12697.79,?92.6,,,,,,,,,,,
2001/6/24,チョキ,13044.61,12896.47,?148.1,,,,,,,,,,,
2001/7/1,パー,12969.05,12751.18,?217.9,,,,,,,,,,,
2001/7/8,グー,12306.08,12239.68,?66.4,,,,,,,,,,,
2001/7/15,パー,12355.15,12343.37,?11.8,,,,,,,,,,,
2001/7/22,チョキ,11908.39,11609.63,?298.8,,,,,,,,,,,
2001/7/29,パー,11798.08,11579.27,?218.8,,,,,,,,,,,
2001/8/5,チョキ,12241.97,12243.9,＋1.9,,,,,,,,,,,
2001/8/12,グー,11735.06,11477.56,?257.5,,,,,,,,,,,
2001/8/19,グー,11445.54,11257.94,?187.6,,,,,,,,,,,
2001/8/26,パー,11166.31,11275.01,＋108.7,,,,,,,,,,,
2001/9/2,チョキ,10713.51,10409.68,?303.8,,,,,,,,,,,
2001/9/9,パー,10516.79,10195.69,?321.1,,,,,,,,,,,
2001/9/16,パー,10008.89,9504.41,?504.5,,,,,,,,,,,
2001/9/23,チョキ,9554.99,9693.97,＋139.0,,,,,,,,,,,
2001/10/7,チョキ,10205.87,10011.77,?194.1,,,,,,,,,,,
2001/10/14,グー,10632.35,10452.54,?179.8,,,,,,,,,,,
2001/10/21,チョキ,10538.79,10565.41,＋26.6,,,,,,,,,,,
2001/10/28,パー,10795.16,10612.31,?182.9,,,,,,,,,,,
2001/11/4,チョキ,10383.78,10447.54,＋63.8,,,,,,,,,,,
2001/11/11,グー,10215.71,10081.56,?134.2,,,,,,,,,,,
2001/11/18,グー,10649.09,10727.94,＋78.9,,,,,,,,,,,
2001/11/25,パー,10696.82,11064.3,＋367.5,,,,,,,,,,,
2001/12/2,チョキ,10697.44,10370.62,?326.8,,,,,,,,,,,
2001/12/9,パー,10796.89,10571.01,?225.9,,,,,,,,,,,
2001/12/16,チョキ,10511.65,10323.35,?188.3,,,,,,,,,,,
2001/12/23,グー,10335.45,10254.81,?80.6,,,,,,,,,,,
2001/12/30,パー,10542.62,10871.49,＋328.9,,,,,,,,,,,
2002/1/6,チョキ,10871.49,10942.36,＋70.9,,,,,,,,,,,
2002/1/13,チョキ,10441.59,10208.05,?233.5,,,,,,,,,,,
2002/1/27,パー,10144.14,10220.85,＋76.7,,,,,,,,,,,
2002/2/3,グー,9791.43,9631.93,?159.5,,,,,,,,,,,
2002/2/10,チョキ,9686.06,9877.99,＋191.9,,,,,,,,,,,
2002/2/17,パー,10048.1,10093.25,＋45.1,,,,,,,,,,,
2002/2/24,グー,10356.78,10296.47,?60.3,,,,,,,,,,,
2002/3/3,グー,10812,11450.22,＋638.2,,,,,,,,,,,
2002/3/10,チョキ,11885.79,11919.3,＋33.5,,,,,,,,,,,
2002/3/17,グー,11648.01,11498.38,?149.6,,,,,,,,,,,
2002/3/24,パー,11345.08,11261.09,?84.0,,,,,,,,,,,
2002/3/31,グー,11024.94,11028.7,＋3.8,,,,,,,,,,,
2002/4/7,チョキ,11335.49,11352.89,＋17.4,,,,,,,,,,,
2002/4/14,チョキ,10962.98,11137.3,＋174.3,,,,,,,,,,,
2002/4/21,グー,11512.01,11721.64,＋209.6,,,,,,,,,,,
2002/4/28,パー,11541.39,11492.54,?48.8,,,,,,,,,,,
2002/5/5,チョキ,11551.01,11316.04,?235.0,,,,,,,,,,,
2002/5/12,パー,11531.11,11336.95,?194.2,,,,,,,,,,,
2002/5/19,グー,11847.32,11856.54,＋9.2,,,,,,,,,,,
2002/5/26,チョキ,11976.28,11976.35,＋0.1,,,,,,,,,,,
2002/6/2,チョキ,11763.7,11901.39,＋137.7,,,,,,,,,,,
2002/6/9,パー,11438.53,11370.21,?68.3,,,,,,,,,,,
2002/6/16,グー,10920.63,10664.11,?256.5,,,,,,,,,,,
2002/6/23,チョキ,10354.35,10471.32,＋117.0,,,,,,,,,,,
2002/6/30,パー,10621.84,10595.44,?26.4,,,,,,,,,,,
2002/7/7,チョキ,10826.09,10769.2,?56.9,,,,,,,,,,,
2002/7/14,チョキ,10601.45,10375.15,?226.3,,,,,,,,,,,
2002/7/21,グー,10202.36,10189.01,?13.4,,,,,,,,,,,
2002/7/28,パー,9591.03,9666.67,＋75.6,,,,,,,,,,,
2002/8/4,チョキ,9709.66,9704.93,?4.7,,,,,,,,,,,
2002/8/11,グー,9999.79,9747.82,?252.0,,,,,,,,,,,
2002/8/18,グー,9788.13,9599.1,?189.0,,,,,,,,,,,
2002/8/25,パー,9867.45,10067.74,＋200.3,,,,,,,,,,,
2002/9/1,グー,9619.3,9521.63,?97.7,,,,,,,,,,,
2002/9/8,チョキ,9129.07,9306.26,＋177.2,,,,,,,,,,,
2002/9/15,グー,9241.93,9543.94,＋302.0,,,,,,,,,,,
2002/9/22,グー,9481.08,9321.64,?159.4,,,,,,,,,,,
2002/10/6,チョキ,9027.55,8688,?339.5,,,,,,,,,,,
2002/10/13,チョキ,8529.61,8836.73,＋307.1,,,,,,,,,,,
2002/10/20,パー,9086.13,8978.41,?107.7,,,,,,,,,,,
2002/10/27,グー,8726.29,8757.51,＋31.2,,,,,,,,,,,
2002/11/3,グー,8685.72,8937.56,＋251.8,,,,,,,,,,,
2002/11/10,チョキ,8690.77,8460.37,?230.4,,,,,,,,,,,
2002/11/17,パー,8503.59,8346.01,?157.6,,,,,,,,,,,
2002/11/24,グー,8772.56,8944.44,＋171.9,,,,,,,,,,,
2002/12/1,チョキ,9215.56,9174.47,?41.1,,,,,,,,,,,
2002/12/8,パー,8863.26,8828.05,?35.2,,,,,,,,,,,
2002/12/15,パー,8516.07,8450.94,?65.1,,,,,,,,,,,
2002/12/22,グー,8406.88,8512.37,＋105.5,,,,,,,,,,,
2002/12/29,チョキ,8714.05,8578.95,?135.1,,,,,,,,,,,
2003/1/5,チョキ,8578.95,8713.33,＋134.4,,,,,,,,,,,
2003/1/19,パー,8690.25,8558.82,?131.4,,,,,,,,,,,
2003/1/26,グー,8731.65,8609.47,?122.2,,,,,,,,,,,
2003/2/2,パー,8339.94,8500.79,＋160.9,,,,,,,,,,,
2003/2/9,チョキ,8448.16,8484.93,＋36.8,,,,,,,,,,,
2003/2/16,パー,8701.92,8771.89,＋70.0,,,,,,,,,,,
2003/2/23,チョキ,8513.54,8564.95,＋51.4,,,,,,,,,,,
2003/3/2,グー,8363.04,8490.4,＋127.4,,,,,,,,,,,
2003/3/9,パー,8144.12,8042.26,?101.9,,,,,,,,,,,
2003/3/16,チョキ,8002.69,7871.64,?131.0,,,,,,,,,,,
2003/3/23,チョキ,8195.05,8435.07,＋240.0,,,,,,,,,,,
2003/3/30,グー,8280.16,7972.71,?307.5,,,,,,,,,,,
2003/4/6,チョキ,8074.12,8249.98,＋175.9,,,,,,,,,,,
2003/4/13,チョキ,7816.49,7752.1,?64.4,,,,,,,,,,,
2003/4/20,パー,7874.51,7969.08,＋94.6,,,,,,,,,,,
2003/4/27,パー,7699.5,7607.88,?91.6,,,,,,,,,,,
2003/5/4,グー,7907.19,8083.56,＋176.4,,,,,,,,,,,
2003/5/11,グー,8152.16,8221.12,＋69.0,,,,,,,,,,,
2003/5/18,グー,8117.29,8039.13,?78.2,,,,,,,,,,,
2003/5/25,チョキ,8184.76,8227.32,＋42.6,,,,,,,,,,,
2003/6/1,パー,8424.51,8547.17,＋122.7,,,,,,,,,,,
2003/6/8,チョキ,8785.87,8822.73,＋36.9,,,,,,,,,,,
2003/6/15,パー,8980.64,8839.83,?140.8,,,,,,,,,,,
2003/6/22,パー,9120.39,9137.14,＋16.8,,,,,,,,,,,
2003/6/29,グー,9104.06,9083.11,?20.9,,,,,,,,,,,
2003/7/6,チョキ,9547.73,9795.16,＋247.4,,,,,,,,,,,
2003/7/13,グー,9635.35,9755.63,＋120.3,,,,,,,,,,,
2003/7/20,パー,9527.73,9485.97,?41.8,,,,,,,,,,,
2003/7/27,パー,9648.01,9839.91,＋191.9,,,,,,,,,,,
2003/8/3,チョキ,9611.67,9452.79,?158.9,,,,,,,,,,,
2003/8/10,パー,9327.53,9487.8,＋160.3,,,,,,,,,,,
2003/8/17,パー,9863.47,10032.97,＋169.5,,,,,,,,,,,
2003/8/24,パー,10281.17,10276.64,?4.5,,,,,,,,,,,
2003/8/31,チョキ,10343.55,10670.18,＋326.6,,,,,,,,,,,
2003/9/7,グー,10650.77,10683.76,＋33.0,,,,,,,,,,,
2003/9/14,グー,10712.81,10887.03,＋174.2,,,,,,,,,,,
2003/9/21,グー,10938.42,10475.1,?463.3,,,,,,,,,,,
2003/9/28,パー,10318.44,10229.57,?88.9,,,,,,,,,,,
2003/10/5,チョキ,10709.29,10740.14,＋30.8,,,,,,,,,,,
2003/10/12,グー,10786.04,10966.43,＋180.4,,,,,,,,,,,
2003/10/19,パー,11037.89,11161.71,＋123.8,,,,,,,,,,,
2003/10/26,パー,10335.7,10454.12,＋118.4,,,,,,,,,,,
2003/11/2,チョキ,10559.59,10847.97,＋288.4,,,,,,,,,,,
2003/11/9,チョキ,10628.98,10504.54,?124.4,,,,,,,,,,,
2003/11/23,グー,9852.83,9960.2,＋107.4,,,,,,,,,,,
2003/11/30,チョキ,10100.57,10403.27,＋302.7,,,,,,,,,,,
2003/12/7,パー,10373.46,10045.34,?328.1,,,,,,,,,,,
2003/12/14,パー,10169.66,10490.77,＋321.1,,,,,,,,,,,
2003/12/21,グー,10284.54,10372.51,＋88.0,,,,,,,,,,,
2003/12/28,パー,10417.41,10500.62,＋83.2,,,,,,,,,,,
2004/1/4,チョキ,10676.64,10825.17,＋148.5,,,,,,,,,,,
2004/1/11,チョキ,10965.05,10849.68,?115.4,,,,,,,,,,,
2004/1/18,パー,10857.2,11036.33,＋179.1,,,,,,,,,,,
2004/1/25,パー,11069.01,10972.6,?96.4,,,,,,,,,,,
2004/2/1,チョキ,10783.61,10776.73,?6.9,,,,,,,,,,,
2004/2/8,グー,10460.92,10402.61,?58.3,,,,,,,,,,,
2004/2/15,チョキ,10557.69,10548.72,?9.0,,,,,,,,,,,
2004/2/22,グー,10720.69,10868.96,＋148.3,,,,,,,,,,,
2004/2/29,グー,11041.92,11271.12,＋229.2,,,,,,,,,,,
2004/3/7,パー,11537.29,11502.86,?34.4,,,,,,,,,,,
2004/3/14,パー,11162.75,11317.9,＋155.2,,,,,,,,,,,
2004/3/21,チョキ,11418.51,11318.51,?100.0,,,,,,,,,,,
2004/3/28,パー,11770.65,11718.24,?52.4,,,,,,,,,,,
2004/4/4,チョキ,11815.95,11958.32,＋142.4,,,,,,,,,,,
2004/4/11,チョキ,11897.51,12042.7,＋145.2,,,,,,,,,,,
2004/4/18,グー,11824.56,11764.21,?60.4,,,,,,,,,,,
2004/4/25,パー,12120.66,12163.89,＋43.2,,,,,,,,,,,
2004/5/2,グー,11761.79,11571.34,?190.5,,,,,,,,,,,
2004/5/9,チョキ,11438.82,10884.7,?554.1,,,,,,,,,,,
2004/5/16,パー,10849.63,10505.05,?344.6,,,,,,,,,,,
2004/5/23,グー,11070.25,11101.64,＋31.4,,,,,,,,,,,
2004/5/30,グー,11309.57,11236.37,?73.2,,,,,,,,,,,
2004/6/6,チョキ,11128.05,11439.92,＋311.9,,,,,,,,,,,
2004/6/13,パー,11526.82,11491.66,?35.2,,,,,,,,,,,
2004/6/20,グー,11382.08,11600.16,＋218.1,,,,,,,,,,,
2004/6/27,パー,11780.4,11884.06,＋103.7,,,,,,,,,,,
2004/7/4,チョキ,11721.49,11541.71,?179.8,,,,,,,,,,,
2004/7/11,パー,11423.53,11582.28,＋158.8,,,,,,,,,,,
2004/7/18,パー,11436,11258.37,?177.6,,,,,,,,,,,
2004/7/25,チョキ,11187.33,11159.55,?27.8,,,,,,,,,,,
2004/8/1,グー,11325.78,11222.24,?103.5,,,,,,,,,,,
2004/8/8,パー,10972.57,10908.7,?63.9,,,,,,,,,,,
2004/8/22,グー,10889.14,10960.97,＋71.8,,,,,,,,,,,
2004/8/29,グー,11209.59,11184.53,?25.1,,,,,,,,,,,
2004/9/5,チョキ,11022.49,11244.37,＋221.9,,,,,,,,,,,
2004/9/12,パー,11083.23,11253.11,＋169.9,,,,,,,,,,,
2004/9/19,グー,11082.49,11080.87,?1.6,,,,,,,,,,,
2004/9/26,グー,10895.16,10859.32,?35.8,,,,,,,,,,,
2004/10/3,チョキ,10985.17,11279.63,＋294.5,,,,,,,,,,,
2004/10/10,チョキ,11349.35,11201.81,?147.5,,,,,,,,,,,
2004/10/31,パー,10771.42,10734.71,?36.7,,,,,,,,,,,
2004/11/7,グー,11061.77,10983.83,?77.9,,,,,,,,,,,
2004/11/14,グー,11019.98,11227.57,＋207.6,,,,,,,,,,,
2004/11/21,グー,11082.84,10849.39,?233.5,,,,,,,,,,,
2004/11/28,グー,10833.75,10977.89,＋144.1,,,,,,,,,,,
2004/12/5,チョキ,11074.89,10981.96,?92.9,,,,,,,,,,,
2004/12/12,パー,10756.8,10789.25,＋32.5,,,,,,,,,,,
2004/12/19,チョキ,11078.32,11103.42,＋25.1,,,,,,,,,,,
2004/12/26,グー,11365.48,11362.35,?3.1,,,,,,,,,,,
2005/1/16,チョキ,11438.39,11487.1,＋48.7,,,,,,,,,,,
2005/1/23,パー,11238.37,11289.49,＋51.1,,,,,,,,,,,
2005/1/30,パー,11320.58,11387.59,＋67.0,,,,,,,,,,,
2005/2/6,チョキ,11360.4,11499.86,＋139.5,,,,,,,,,,,
2005/2/13,パー,11553.56,11632.2,＋78.6,,,,,,,,,,,
2005/2/20,グー,11660.12,11651.02,?9.1,,,,,,,,,,,
2005/2/27,グー,11658.25,11740.6,＋82.4,,,,,,,,,,,
2005/3/6,パー,11873.05,11925.36,＋52.3,,,,,,,,,,,
2005/3/13,チョキ,11923.89,11850.25,?73.6,,,,,,,,,,,
2005/3/20,パー,11879.81,11841.97,?37.8,,,,,,,,,,,
2005/3/27,チョキ,11761.1,11792.3,＋31.2,,,,,,,,,,,
2005/4/3,チョキ,11723.63,11667.54,?56.1,,,,,,,,,,,
2005/4/10,グー,11874.75,11745.64,?129.1,,,,,,,,,,,
2005/4/17,パー,11370.69,10938.44,?432.3,,,,,,,,,,,
2005/4/24,グー,11045.95,11073.77,＋27.8,,,,,,,,,,,
2005/5/1,チョキ,11008.9,11002.11,?6.8,,,,,,,,,,,
2005/5/8,チョキ,11192.17,11171.32,?20.9,,,,,,,,,,,
2005/5/15,グー,11049.11,10947.22,?101.9,,,,,,,,,,,
2005/5/22,パー,11037.29,11158.65,＋121.4,,,,,,,,,,,
2005/5/29,パー,11192.33,11266.33,＋74.0,,,,,,,,,,,
2005/6/5,パー,11300.05,11270.62,?29.4,,,,,,,,,,,
2005/6/12,グー,11304.23,11311.51,＋7.3,,,,,,,,,,,
2005/6/19,チョキ,11514.03,11483.35,?30.7,,,,,,,,,,,
2005/6/26,グー,11537.03,11414.28,?122.8,,,,,,,,,,,
2005/7/3,チョキ,11630.13,11651.55,＋21.4,,,,,,,,,,,
2005/7/10,グー,11565.99,11674.79,＋108.8,,,,,,,,,,,
2005/7/17,パー,11758.68,11764.84,＋6.2,,,,,,,,,,,
2005/7/24,チョキ,11695.05,11762.65,＋67.6,,,,,,,,,,,
2005/7/31,チョキ,11899.6,11946.92,＋47.3,,,,,,,,,,,
2005/8/7,パー,11766.48,11778.98,＋12.5,,,,,,,,,,,
2005/8/14,チョキ,12261.68,12256.55,?5.1,,,,,,,,,,,
2005/8/21,チョキ,12291.73,12452.51,＋160.8,,,,,,,,,,,
2005/8/28,グー,12439.48,12309.83,?129.7,,,,,,,,,,,
2005/9/4,グー,12600,12634.88,＋34.9,,,,,,,,,,,
2005/9/11,チョキ,12692.04,12896.43,＋204.4,,,,,,,,,,,
2005/9/18,パー,12958.68,13148.57,＋189.9,,,,,,,,,,,
2005/10/2,チョキ,13574.3,13525.28,?49.0,,,,,,,,,,,
2005/10/9,グー,13227.74,13556.71,＋329.0,,,,,,,,,,,
2005/10/16,パー,13420.54,13400.29,?20.3,,,,,,,,,,,
2005/10/23,チョキ,13199.95,13106.18,?93.8,,,,,,,,,,,
2005/10/30,グー,13346.54,13606.5,＋260.0,,,,,,,,,,,
2005/11/6,パー,14075.96,14061.6,?14.4,,,,,,,,,,,
2005/11/13,チョキ,14155.06,14116.04,?39.0,,,,,,,,,,,
2005/11/20,パー,14623.12,14680.43,＋57.3,,,,,,,,,,,
2005/11/27,パー,14784.29,14986.94,＋202.7,,,,,,,,,,,
2005/12/4,グー,15421.6,15551.31,＋129.7,,,,,,,,,,,
2005/12/11,グー,15404.05,15738.7,＋334.7,,,,,,,,,,,
2005/12/18,チョキ,15173.07,15391.48,＋218.4,,,,,,,,,,,
2005/12/25,パー,15941.37,16107.67,＋166.3,,,,,,,,,,,
2006/1/8,チョキ,16428.21,16124.35,?303.9,,,,,,,,,,,
2006/1/15,チョキ,16454.95,16268.03,?186.9,,,,,,,,,,,
2006/1/22,グー,15696.69,15360.65,?336.0,,,,,,,,,,,
2006/1/29,パー,16460.68,16551.23,＋90.5,,,,,,,,,,,
2006/2/5,チョキ,16659.64,16747.76,＋88.1,,,,,,,,,,,
2006/2/19,パー,15713.45,15437.93,?275.5,,,,,,,,,,,
2006/2/26,グー,16101.91,16192.95,＋91.0,,,,,,,,,,,
2006/3/5,グー,15663.34,15901.16,＋237.8,,,,,,,,,,,
2006/3/12,グー,16115.63,16361.51,＋245.9,,,,,,,,,,,
2006/3/19,チョキ,16339.73,16624.8,＋285.1,,,,,,,,,,,
2006/3/26,パー,16560.87,16650.1,＋89.2,,,,,,,,,,,
2006/4/2,チョキ,17059.66,17333.31,＋273.7,,,,,,,,,,,
2006/4/9,パー,17563.37,17456.58,?106.8,,,,,,,,,,,
2006/4/16,グー,17233.82,17000.36,?233.5,,,,,,,,,,,
2006/4/23,パー,17403.96,16914.4,?489.6,,,,,,,,,,,
2006/4/30,チョキ,16906.23,16925.71,＋19.5,,,,,,,,,,,
2006/5/7,パー,17153.77,17291.67,＋137.9,,,,,,,,,,,
2006/5/14,パー,16601.78,16486.91,?114.9,,,,,,,,,,,
2006/5/21,チョキ,16155.45,15857.87,?297.6,,,,,,,,,,,
2006/5/28,グー,15970.76,15915.69,?55.1,,,,,,,,,,,
2006/6/4,チョキ,15789.31,15668.31,?121.0,,,,,,,,,,,
2006/6/11,パー,14750.84,14833.01,＋82.2,,,,,,,,,,,
2006/6/18,パー,14879.34,14860.35,?19.0,,,,,,,,,,,
2006/6/25,グー,15124.04,15152.4,＋28.4,,,,,,,,,,,
2006/7/2,チョキ,15505.18,15571.62,＋66.4,,,,,,,,,,,
2006/7/9,グー,15307.61,15552.81,＋245.2,,,,,,,,,,,
2006/7/16,チョキ,14845.24,14437.24,?408.0,,,,,,,,,,,
2006/7/23,パー,14821.26,14794.5,?26.8,,,,,,,,,,,
2006/7/30,チョキ,15342.87,15456.81,＋113.9,,,,,,,,,,,
2006/8/6,チョキ,15499.18,15154.06,?345.1,,,,,,,,,,,
2006/8/13,パー,15565.02,15857.11,＋292.1,,,,,,,,,,,
2006/8/20,グー,16105.98,15969.04,?136.9,,,,,,,,,,,
2006/8/27,パー,15938.66,15762.59,?176.1,,,,,,,,,,,
